,Red,Green,Blue
0,42.590087890625,59.55694580078125,40.84649658203125
1,44.86090087890625,59.96588134765625,46.29473876953125
2,52.13092041015625,68.79345703125,54.6212158203125
3,41.00775146484375,56.046875,41.97686767578125
4,65.1190185546875,79.87310791015625,48.39019775390625
5,54.9237060546875,67.665771484375,36.59173583984375
6,48.063232421875,60.4735107421875,30.5643310546875
7,52.7271728515625,72.14068603515625,42.62957763671875
8,81.36273193359375,106.6463623046875,89.63909912109375
9,68.6109619140625,84.600341796875,51.884765625
10,58.21783447265625,82.6185302734375,62.11297607421875
11,55.5594482421875,74.77923583984375,50.11785888671875
12,68.83563232421875,81.5147705078125,55.7919921875
13,66.71441650390625,80.259521484375,56.20867919921875
14,74.91790771484375,90.84466552734375,58.2647705078125
15,54.41497802734375,70.90655517578125,43.4739990234375
16,49.72900390625,71.36334228515625,41.0084228515625
17,69.48150634765625,87.63970947265625,61.84124755859375
18,45.495361328125,68.0428466796875,37.77783203125
19,44.165283203125,66.16827392578125,34.701416015625
20,39.1605224609375,60.31817626953125,33.61328125
21,33.094970703125,55.45404052734375,28.44659423828125
22,66.3280029296875,85.96832275390625,61.39044189453125
23,78.5206298828125,87.1319580078125,58.00372314453125
24,103.96160888671875,103.55389404296875,66.74456787109375
25,97.43316650390625,103.401123046875,73.195068359375
26,94.718994140625,98.779052734375,63.54254150390625
27,56.25054931640625,74.59613037109375,46.7279052734375
28,53.75592041015625,70.6158447265625,45.81195068359375
29,53.19256591796875,73.47674560546875,48.88507080078125
30,59.77392578125,71.3460693359375,44.63482666015625
31,48.687744140625,68.33392333984375,40.8145751953125
32,48.5667724609375,67.2587890625,39.6724853515625
33,45.24273681640625,66.20074462890625,40.388427734375
34,34.43084716796875,56.58935546875,29.93310546875
35,42.47869873046875,64.87652587890625,38.45843505859375
36,48.21783447265625,71.5537109375,44.92022705078125
37,54.4017333984375,67.3668212890625,42.0186767578125
38,35.81903076171875,57.6192626953125,30.36456298828125
39,52.03515625,66.526611328125,36.67333984375
40,74.02435302734375,85.17108154296875,66.12890625
41,42.78741455078125,64.93756103515625,34.50531005859375
42,49.986328125,68.4383544921875,37.64398193359375
43,56.84613037109375,73.1702880859375,41.57659912109375
44,38.42431640625,60.335693359375,33.9302978515625
45,34.60003662109375,53.83721923828125,29.59185791015625
46,56.62591552734375,72.40325927734375,43.80853271484375
47,33.4263916015625,56.77130126953125,30.97503662109375
48,66.7923583984375,76.88641357421875,45.1923828125
49,114.90167236328125,114.30859375,74.14385986328125
50,104.8172607421875,110.12335205078125,71.9112548828125
51,102.3802490234375,104.9525146484375,68.1700439453125
52,84.2862548828125,93.5467529296875,57.1953125
53,48.85528564453125,63.28076171875,37.19439697265625
54,105.234130859375,104.441650390625,75.75677490234375
55,117.2860107421875,110.4578857421875,81.94775390625
56,77.48974609375,90.026611328125,67.767578125
57,89.58233642578125,98.7308349609375,74.59326171875
58,75.73333740234375,91.5928955078125,66.276123046875
59,74.55145263671875,94.6805419921875,66.61181640625
60,38.734375,63.30450439453125,37.885009765625
61,47.25970458984375,65.80535888671875,39.0743408203125
62,70.61163330078125,89.53570556640625,48.72027587890625
63,63.734619140625,85.39697265625,45.95233154296875
64,36.96673583984375,65.29644775390625,36.682373046875
65,55.75640869140625,80.67816162109375,46.20233154296875
66,86.75018310546875,101.28656005859375,62.4498291015625
67,47.2664794921875,73.278076171875,45.09442138671875
68,56.67156982421875,80.54083251953125,47.92938232421875
69,52.6759033203125,80.666259765625,44.637939453125
70,75.5458984375,93.196044921875,60.6036376953125
71,52.189453125,66.4881591796875,42.97222900390625
72,64.22027587890625,78.48895263671875,51.3062744140625
73,68.12298583984375,84.71881103515625,52.467041015625
74,73.00244140625,89.05047607421875,57.7308349609375
75,78.60308837890625,77.8524169921875,59.9163818359375
76,60.60919189453125,71.27044677734375,51.14410400390625
77,51.55633544921875,75.9404296875,47.98382568359375
78,55.24102783203125,70.9110107421875,49.45220947265625
79,52.619140625,70.3988037109375,48.9385986328125
80,59.6070556640625,71.66802978515625,53.13201904296875
81,69.1534423828125,77.5780029296875,53.44915771484375
82,58.98712158203125,71.91912841796875,46.82489013671875
83,48.59832763671875,65.39898681640625,44.32952880859375
84,61.75146484375,73.0546875,49.88201904296875
85,118.58026123046875,107.9188232421875,73.98712158203125
86,48.0555419921875,69.702880859375,44.921630859375
87,59.0733642578125,78.5478515625,49.4443359375
88,82.6865234375,95.823486328125,58.70306396484375
89,56.713623046875,77.75701904296875,51.3216552734375
90,46.85101318359375,60.419921875,42.26080322265625
91,58.59210205078125,71.0010986328125,49.1781005859375
92,86.6129150390625,94.78582763671875,67.3712158203125
93,53.60870361328125,72.05609130859375,46.093017578125
94,39.33245849609375,53.937744140625,25.6966552734375
