,img_name,y,x,damage
0,-93.528502_30.987438.jpeg,-93.528502,30.987438,1
1,-93.5302_30.988157.jpeg,-93.5302,30.988157,1
2,-93.53950999999999_30.982944.jpeg,-93.53950999999999,30.982944,1
3,-93.539521_30.982434.jpeg,-93.539521,30.982434,1
4,-93.540151_30.982689.jpeg,-93.540151,30.982689,1
5,-93.547871_30.900207.jpeg,-93.547871,30.900207,1
6,-93.548123_30.900623.jpeg,-93.548123,30.900623,1
7,-93.54819300000001_30.901116.jpeg,-93.54819300000001,30.901116,1
8,-93.553566_30.842361999999998.jpeg,-93.553566,30.842361999999998,1
9,-93.558326_30.895248.jpeg,-93.558326,30.895248,1
10,-93.55919200000001_30.98323.jpeg,-93.55919200000001,30.98323,1
11,-93.55964_30.895018.jpeg,-93.55964,30.895018,1
12,-93.560128_30.894917.jpeg,-93.560128,30.894917,1
13,-93.560702_30.766426.jpeg,-93.560702,30.766426,1
14,-93.560879_30.766663.jpeg,-93.560879,30.766663,1
15,-93.561578_30.985207.jpeg,-93.561578,30.985207,1
16,-93.563851_30.894492.jpeg,-93.563851,30.894492,1
17,-93.567212_30.976639000000002.jpeg,-93.567212,30.976639000000002,1
18,-93.568855_30.695041999999997.jpeg,-93.568855,30.695041999999997,1
19,-93.569715_30.973932.jpeg,-93.569715,30.973932,1
20,-93.571101_30.992109000000003.jpeg,-93.571101,30.992109000000003,1
21,-93.572587_30.994013.jpeg,-93.572587,30.994013,1
22,-93.57315600000001_30.994087.jpeg,-93.57315600000001,30.994087,1
23,-93.573763_30.693981.jpeg,-93.573763,30.693981,1
24,-93.577584_30.776458.jpeg,-93.577584,30.776458,1
25,-93.57781_30.779509.jpeg,-93.57781,30.779509,1
26,-93.578271_30.779923999999998.jpeg,-93.578271,30.779923999999998,1
27,-93.578405_30.779559999999996.jpeg,-93.578405,30.779559999999996,1
28,-93.59011_30.695412.jpeg,-93.59011,30.695412,1
29,-93.59030899999999_30.694764000000003.jpeg,-93.59030899999999,30.694764000000003,1
30,-93.590598_30.694956.jpeg,-93.590598,30.694956,1
31,-93.593345_30.678295000000002.jpeg,-93.593345,30.678295000000002,1
32,-93.59406899999999_30.677996999999998.jpeg,-93.59406899999999,30.677996999999998,1
33,-93.59649399999999_30.674293.jpeg,-93.59649399999999,30.674293,1
34,-93.597636_30.674362.jpeg,-93.597636,30.674362,1
35,-93.598404_30.946317999999998.jpeg,-93.598404,30.946317999999998,1
36,-93.59925600000001_30.668673.jpeg,-93.59925600000001,30.668673,1
37,-93.599611_30.668616999999998.jpeg,-93.599611,30.668616999999998,1
38,-93.599777_30.67408.jpeg,-93.599777,30.67408,1
39,-93.601916_30.793329999999997.jpeg,-93.601916,30.793329999999997,1
40,-93.602049_30.793664.jpeg,-93.602049,30.793664,1
