,Red,Green,Blue
0,106.8814697265625,115.35577392578125,81.83319091796875
1,96.43603515625,109.1058349609375,73.90533447265625
2,98.56365966796875,108.498291015625,71.5316162109375
3,94.97613525390625,109.09930419921875,75.25836181640625
4,97.86834716796875,110.3768310546875,77.780517578125
5,78.329833984375,96.68359375,64.829833984375
6,122.82708740234375,129.238037109375,99.07415771484375
7,89.08941650390625,104.9898681640625,74.58441162109375
8,81.430908203125,99.831787109375,67.91766357421875
9,83.1746826171875,99.42657470703125,70.65106201171875
10,86.41241455078125,104.7891845703125,73.5958251953125
11,83.93084716796875,101.76708984375,71.42034912109375
12,116.242431640625,125.91815185546875,93.07135009765625
13,121.666259765625,128.08172607421875,96.29998779296875
14,95.8443603515625,107.3927001953125,73.3878173828125
15,91.69781494140625,108.67840576171875,79.88525390625
16,98.58544921875,111.45855712890625,77.024169921875
17,101.97320556640625,114.58935546875,85.9967041015625
18,104.88262939453125,116.51416015625,80.93048095703125
19,78.22833251953125,98.58447265625,66.3409423828125
20,98.34808349609375,106.343017578125,73.05950927734375
21,99.851318359375,113.54510498046875,84.33941650390625
22,98.10516357421875,110.07672119140625,79.145751953125
23,106.33709716796875,118.63165283203125,85.723876953125
24,89.67510986328125,105.90960693359375,74.30767822265625
25,104.886474609375,113.35736083984375,81.44732666015625
26,105.11962890625,114.55609130859375,81.95953369140625
27,90.65032958984375,103.48638916015625,69.1767578125
28,105.0941162109375,114.855224609375,80.85931396484375
29,94.43023681640625,109.65850830078125,79.33056640625
30,135.10968017578125,149.98004150390625,112.40386962890625
31,86.44952392578125,104.00146484375,72.2862548828125
32,85.298828125,104.16217041015625,73.9473876953125
33,83.55230712890625,100.36907958984375,70.39141845703125
34,83.29644775390625,98.86590576171875,69.1043701171875
35,91.99468994140625,104.3160400390625,71.1611328125
36,108.46728515625,114.62896728515625,94.53131103515625
37,87.103515625,102.93280029296875,72.00701904296875
38,104.2127685546875,119.01593017578125,88.57879638671875
39,91.53460693359375,104.876708984375,71.51953125
40,94.71807861328125,102.36846923828125,75.40032958984375
41,93.533203125,101.47283935546875,73.99273681640625
42,94.88555908203125,108.2950439453125,75.201416015625
43,82.47821044921875,101.619873046875,71.0516357421875
44,99.34100341796875,111.35302734375,75.7935791015625
45,85.570556640625,99.55535888671875,71.54913330078125
46,95.128173828125,99.7587890625,83.77984619140625
47,88.7745361328125,95.68536376953125,65.7491455078125
48,89.85894775390625,96.8824462890625,66.9176025390625
49,99.5811767578125,114.75616455078125,85.4329833984375
50,96.53326416015625,109.280517578125,77.4002685546875
51,112.28692626953125,125.16046142578125,92.59619140625
52,120.26580810546875,131.9337158203125,99.64373779296875
53,119.420166015625,123.72271728515625,104.6785888671875
54,90.61962890625,94.60357666015625,76.385498046875
55,89.33056640625,93.85650634765625,76.683837890625
56,96.60394287109375,100.54400634765625,81.29852294921875
57,92.87091064453125,105.7503662109375,70.88336181640625
58,81.80615234375,96.65118408203125,61.2213134765625
59,78.22015380859375,101.69549560546875,66.24603271484375
60,76.13629150390625,100.70782470703125,65.858642578125
61,82.53564453125,94.02093505859375,66.2542724609375
62,105.3587646484375,111.61566162109375,90.7733154296875
63,101.5025634765625,119.1287841796875,88.67803955078125
64,74.78863525390625,91.93212890625,59.84515380859375
65,98.024169921875,116.50897216796875,84.41864013671875
66,81.57659912109375,92.48699951171875,58.1343994140625
67,137.00750732421875,143.1475830078125,113.01416015625
68,114.87725830078125,128.3311767578125,96.6180419921875
69,82.5074462890625,93.04541015625,61.81396484375
70,89.87896728515625,102.32354736328125,71.0008544921875
71,109.09588623046875,121.3011474609375,89.710205078125
72,105.04046630859375,119.482421875,88.1990966796875
73,101.2781982421875,116.7447509765625,84.80828857421875
74,100.59735107421875,120.77099609375,86.96612548828125
75,84.85400390625,110.6458740234375,71.13580322265625
76,151.02252197265625,154.6705322265625,136.7760009765625
77,84.559814453125,103.64825439453125,70.85980224609375
